CHAR,DIALOG,NAME,_ID,RUNTIMEINMINUTES,ACADEMYAWARDNOMINATIONS,ACADEMYAWARDWINS,RELEASE_YEAR,DL_LEN
LEGOLAS,Hiro hyn h'dh'     ab 'wanath...,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,32
ARWEN,"Then it is a good dream. ,Sleep.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,32
MERRY,"Can't say that I have. You, Pip?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,32
LEGOLAS,"Le abdollen. ,You look terrible.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,32
PIPPIN,Look! The trees! They're moving!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,32
GIMLI,"Forward. I mean, charge forward.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,32
SAM,Wait! We're innocent travelers!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,31
GIMLI,Let's hope they last the night.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,31
DENETHOR,Would you deny your own father?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,31
MERRY,How can that be your decision?!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,31
GOLLUM,No!That would kill us! Kill us!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,31
ARAGORN,Hurry! Inside. Get them inside!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,31
BOROMIR,"Remember today, little brother.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,31
EOMER,These Orcs are not from Mordor.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,31
FRODO,"What are we holding on to, Sam?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,31
GANDALF VOICEOVER,...somewhere in the wilderness.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,31
ARAGORN,"Brego. 'in nama is cynglic. (,)",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,31
SARUMAN,There will be no dawn for Men.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,30
SAM,It's no more than you deserve!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,30
SAM,Spies? Now wait just a minute.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,30
SMEAGOL,Leave now and never come back.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,30
LADY,"We're safe, my lady.Thank you.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,30
SMEAGOL,Leave now and never come back!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,30
UGLUK,What is it? What do you smell?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,30
THEODEN,To the gate. Draw your swords!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,30
SAM,This looks strangely familiar.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,30
TREEBEARD,Tree?I am no tree!I am an Ent.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,30
SAM,"You can't save him, Mr. Frodo.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,30
EOWYN,Lord Aragorn......where is he?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,30
MERRY,We're not Orcs! We're Hobbits!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,30
FRODO,I think I've found the bottom.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,30
PIPPIN,"Merry, don't! Don't drink it!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,29
ARAGORN ,"I am asleep.,This is a dream.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,29
GRIMA,How? How can fire undo stone?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,29
EOWYN,Seventy?But you cannot be 80!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,29
ARAGORN,Ten thousand strong at least.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,29
MERRY,I'm fine. lt was just an act.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,29
EOWYN,Then you must be at least 60.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,29
TREEBEARD,They had voices of their own.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,29
MERRY,Are you mad? We'll be caught.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,29
EOMER,Theodred.Find the king's son!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,29
SAM,"Catch it! Grab it, Mr. Frodo!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,29
THEODEN,"No!You must do this, for me.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,28
SOLDIER,Throw another one over here!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,28
FARAMIR,Good speech. Nice and short.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,28
PIPPIN,"No, we won't. Not this time.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,28
SMEAGOL,"This way, Hobbits.Follow me!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,28
THEODEN,What is it? What do you see?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,28
GIMLI,The air is so close in here.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,28
PIPPIN,They think we have the Ring.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,28
FRODO,Faramir! You must let me go!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,28
GRIMA,Send me not from your sight.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,28
LEGOLAS,The White Wizard approaches.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,28
UGLUK,They've picked up our trail.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,28
GIMLI,It's one of their wee belts.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,28
PIPPIN,"Not too happy at all, Merry.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,28
SAM,Mr. Frodo!Are you all right?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,28
PIPPIN,"No, it isn't. I'm starving.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
FARAMIR,You're a friend of Boromir?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
ARAGORN,For Rohan. For your people.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
PIPPIN,What do they     look like?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
GANDALF,Through fire.....and water.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
GANDALF,"Theoden King stands alone.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
THEODEN,As long as you can give me.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
FRODO,What food have we got left?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
FARAMIR,You must come with me. Now.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
SOLDIER,Follow me to the barricade.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
FRODO,He's been true to his word.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
GOLLUM,Because master did not ask.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
FRODO,You know the way to Mordor?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
GIMLI,What's happening out there?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
PIPPIN,lt could well be dangerous!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
ARAGORN,But never more than memory.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,27
LEGOLAS,I mistook you for Saruman.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,26
PIPPIN,And whose side are you on?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,26
GIMLI,"Send them to me! Come on!,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,26
GOLLUM,You're a liar and a thief.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,26
SARUMAN,Send out your Warg-riders.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,26
GIMLI,"Strong?! ,Oh, that's good.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,26
URUK HAI,Then keep your mouth shut.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,26
ARAGORN,"What do you fear, my lady?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,26
EOWYN,Make for the lower ground!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,26
ARAGORN,Who are you?Show yourself!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,26
GOLLUM,Good Smeagol always helps.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,26
FRODO,"He's led us this far, Sam.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,26
GIMLI,Come on. We can take them.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,26
HALDIR,Nan Barad! (To the Keep!),The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,25
ROHAN HORSEMAN,"My Lord Eomer, over here!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,25
SAM,I thought they were dead.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,25
PIPPIN,What's making that noise?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,25
THEODEN,Victory! We have victory!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,25
ARAGORN,Warg! We're under attack!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,25
PIPPIN,I get it. Don't be hasty.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,25
MERRY,"Exactly.      , Bar-hrum.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,25
ARAGORN,"Gimli, where is the king?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,25
ARAGORN,'-bedin o gurth ne dagor.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,25
ELROND,"A im, '-'erin veleth l'n?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,25
ARAGORN,These are strange tracks.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,25
GOLLUM,Master broke his promise.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,25
GOLLUM,The Black Gate of Mordor.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,25
FRODO,You've been there before?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,25
ARWEN,Why are you saying this?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,24
TREEBEARD,"Hold on, little Hobbits.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,24
SAM,"Come on, Frodo. Come on!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,24
GOLLUM,Don't follow the lights.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,24
MERRY,A     gathering of what?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,24
THEODEN,Timbers! Brace the gate!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,24
ARAGORN,All lsengard is emptied.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,24
ROHAN HORSEMAN,Mordor will pay for this,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,24
WILDMAN,We will die for Saruman.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,24
SAM,Those rain clouds might.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,24
TREEBEARD,"Treebeard, some call me.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,24
GOLLUM,My name.My name.Smeagol.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,24
ARAGORN,"Togo hon dad, Legolas! ,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,24
UGLUK,They are not for eating.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,24
ARAGORN,...into Fangorn Forest.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,23
ARWEN,"Gerich veleth n'n, ada.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,23
GOLLUM,So bright.So beautiful.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,23
GIMLI,"Did they hit anything?,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,23
SAM,Can you see the bottom?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,23
EOWYN,"I'm sorry. Please, eat.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,23
PIPPIN,"Well, that's good news.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,23
PIPPIN,Give me it back. Merry!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,23
URUK HAI,Can't take his draught!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,23
SAM,"Get down! I said, down!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,23
FARAMIR,That is not my intent.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
THEODEN,"A great host, you say?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
ARAGORN,"Thank you. ,It's good.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
WOMAN,They're past the door!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
EOMER,"Not alone. , Rohirrim!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
EOWYN,"Leave me alone, snake!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
ARAGORN,Is there no other way?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
WILDMAN,We will fight for you.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
ARWEN,I have made my choice.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
FRODO,"Lead the way, Smeagol.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
MERRY,Aaagh!It's got my leg!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
SOLDIER,Look! Osgiliath burns!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
THEODEN,Hold them! Stand firm!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
LEGOLAS,They may yet be alive.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
THEODEN,"If I go, Theoden dies.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
ARWEN,It was a gift.Keep it.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
EOWYN,Your words are poison.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
SAM,"What is it, Mr. Frodo?",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
SMEAGOL,I hate you.I hate you.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,22
EOWYN,Take it to the caves.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
GOLLUM,What did you call me?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
PIPPIN,Merry! Merry? Wake up,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
FRODO,Nothing.Just a dream.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
BOROMIR,"He loves you, Father.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
GRIMA,He's     not welcome.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
WOMAN,They are breaking in!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
MERRY,Where are they going?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
FRODO,It's getting heavier.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
PIPPIN,"I'm sorry, Treebeard.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
TREEBEARD,"We have just agreed.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
ARAGORN,Gimli!Lower your axe.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
GOLLUM,"We could let , do it.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
LEGOLAS,"Aragorn, nad no ennas",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
SMEAGOL,Yes. She could do it.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
TREEBEARD,I don't remember now.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
GIMLI,Legolas! Two already!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
TREEBEARD,We lost the Entwives.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
SAM,He's up to something.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
FRODO,"I can't do this, Sam.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
GAMLING,Fall back! Fall back!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
ARAGORN,Their bonds were cut.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
ARAGORN,Get them out of here!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
ARAGORN,How long do you need?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
TREEBEARD,"This is not our war.,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,21
ARWEN,I don't believe you.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,20
MERRY,Trees. Climb a tree.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,20
THEODEN,For death and glory.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,20
MORWEN,"Quickly! ,Go, child.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,20
ARWEN,There is still hope.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,20
SAM,Where are you going?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,20
ARAGORN,This belongs to you.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,20
SAM,"""Samwise the Brave.""",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,20
GIMLI,He was already dead.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,20
MERRY,Saruman's storeroom!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,20
FARAMIR,What did they steal?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,20
SAM,I don't believe you!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,20
ARAGORN,Dago hon! Dago hon!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
ARAGORN,Gondor will answer.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
SOLDIER,Hold fast the gate!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
THEODEN,"Grima.Grima.,Grima.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
HAMA,"Hail, Theoden King!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
ARWEN,Nach gwannatha sin?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
FRODO,Why do you do that?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
THEODEN,Give them a volley.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
GOLLUM,Master betrayed us.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
GIMLI,Don't tell the Elf.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
PIPPIN,What are you doing?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
GANDALF,You shall not pass!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
SAM,What are you doing?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
LEGOLAS,Final count.....42.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
MERRY,ls it much further?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
PIPPIN,I don't believe it.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
SMEAGOL,Master's my friend.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,19
GIMLI,The sun is rising.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,18
THEODEN,Rohan     is mine.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,18
GRIMA,Get out of my way!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,18
URUK HAI,Why?You want some?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,18
EOWYN,Where is the rest?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,18
ARAGORN,Leithio i philinn!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,18
SARUMAN,Tens of thousands.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,18
TREEBEARD,A hit. A fine hit.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,18
PIPPIN,What's happening?!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,18
THEODEN,Shore up the door!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,18
ARAGORN,Dolen i v'd o nin.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,18
ARAGORN,We must be quick.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
FARAMIR,ls that its name?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
THEODEN,"Forth Eorlingas!,",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
SAM,The very highest.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
GIMLI,That's it! Go on!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
SAM,"Come on, keep up.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
SAM,Ready to do what?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
ARAGORN,Tangado a chadad!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
LEGOLAS,He was twitching.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
PIPPIN,The White Wizard?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
SOLDIER,Boromir! Boromir!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
FRODO,Yes. For my part.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
TREEBEARD,'Tis a gathering.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
FRODO,Real Elvish rope.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
SAM,Mr.     Frodo....,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
GOLLUM,What did you say?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
GAMLING,What is it? Hama?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
UGLUK,Get a fire going!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
FRODO,What did you say?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
FRODO,Sam. My dear Sam.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,17
PIPPIN,Leave him alone!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,16
MERRY,Pippin! Hold on!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,16
GANDALF VOICE OVER,You cannot pass!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,16
FRODO,Dead? How? When?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,16
GRISHNAKH,They look tasty.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,16
SOLDIER,Watch our backs!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,16
SOLDIER,Mordor has come.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,16
ARAGORN,It's a long way.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,16
MERRY,Pippin.Let's go.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,16
SAM,You're hopeless.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,16
ARAGORN,It's the beards.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,16
ARAGORN,They will hold.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
THEODEN,Brace the gate!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
SMEAGOL,No. Not master.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
FARAMIR,Your bodyguard?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
MERRY,It's the trees.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
GOLLUM,We must go now?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
FRODO,What's in this?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
GOLLUM,Kill them both.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
MERRY,"The belt! ,Run!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
FRODO,Roast chicken?!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
GOLLUM,"No. ,No! , Yes.",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
GOLLUM,Take it off us!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
SAM,You never know.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
GANDALF,"Fly, you fools!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
FRODO,Don't touch me!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
GIMLI,We failed them.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
ARAGORN,Hado i philinn!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
ARAGORN,Where are they?,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
SOLDIER,Brace the gate!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
LEGOLAS,"Come on, Gimli!",The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
ARAGORN,Swords! Swords!,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,15
MERRY,You're taller.,The Two Towers ,5cd95395de30eff6ebccde5b,179,6,2,2002,14
